0.37,0.44,0.17,0.02,0.0001,0.64
0.77,0.1,0.13,0.01,0.0001,0.03
0.06,0.24,0.11,0.58,0.0001,0.1
0.35,0.28,0.38,0.02,0.0001,0.23
0.28,0.5,0.23,0.01,0.0001,0.0001
0.0001,0.0001,0.0001,0.0001,0.0001,1
